_id,LOC_ID,LOC_NAME,AUSPICE,ADDRESS,PCODE,ward,PHONE,bldg_type,BLDGNAME,IGSPACE,TGSPACE,PGSPACE,KGSPACE,SGSPACE,TOTSPACE,subsidy,run_date,cwelcc_flag,geometry
260,1858,Canadiana Court Early Learning & Child Care Centre,Public (City Operated) Agency,20 GORDONRIDGE PL,M1K 4H5,20,(416) 392-5698,Community/Recreation Centre,Gordonridge Community Centre,10,10,16,0,0,36,Y,29NOV24,Y,"{""coordinates"": [[324880.2249573897, 4842924.038264117]], ""type"": ""MultiPoint""}"
261,1860,Centenary Seven Oaks  Early Learning & Child Care Centre,Public (City Operated) Agency,9 NEILSON RD,M1E 5E1,24,(416) 392-4750,Purpose Built,Seven Oaks Home For The Aged,10,15,24,0,0,49,Y,29NOV24,Y,"{""coordinates"": [[328659.7054001414, 4849117.903815288]], ""type"": ""MultiPoint""}"
262,1861,Mount Dennis Early Learning & Child Care Centre,Public (City Operated) Agency,1296 WESTON RD,M6M 4R3,5,(416) 392-5686,Purpose Built,,10,10,16,0,0,36,Y,29NOV24,Y,"{""coordinates"": [[305117.70636841655, 4838789.836713318]], ""type"": ""MultiPoint""}"
263,1863,Kipling Early Learning & Child Care Centre,Public (City Operated) Agency,2233 KIPLING AVE,M9W 4L3,1,(416) 397-9961,Other,Kipling Acres Home For The Aged,10,10,16,0,0,36,Y,29NOV24,Y,"{""coordinates"": [[298999.5474446294, 4842799.490268374]], ""type"": ""MultiPoint""}"
264,1869,Flemingdon Early Learning & Child Care Centre,Public (City Operated) Agency,29 ST DENNIS DR,M3C 3J3,16,(416) 392-3170,Community/Recreation Centre,Dennis R Timbrell Resource Centre,10,10,32,0,0,52,Y,29NOV24,Y,"{""coordinates"": [[318362.4112495988, 4842011.466625976]], ""type"": ""MultiPoint""}"
265,1870,Regent Park Early Learning & Child Care Centre,Public (City Operated) Agency,40 REGENT ST,M5A 3N7,13,(416) 392-5513,Purpose Built,,10,10,16,0,0,36,Y,29NOV24,Y,"{""coordinates"": [[315745.7435113886, 4835419.520460959]], ""type"": ""MultiPoint""}"
266,1874,O'Connor Satellite Early Learning & Child Care Centre,Public (City Operated) Agency,1665 O CONNOR DR,M4A 1W5,19,(416) 392-3980,Public Elementary School,O'Connor Public School,0,0,16,0,0,16,Y,29NOV24,Y,"{""coordinates"": [[320581.23551913816, 4841858.054598115]], ""type"": ""MultiPoint""}"
267,1875,O'Connor Early Learning & Child Care Centre,Public (City Operated) Agency,1386 VICTORIA PARK AVE,M4A 2L8,19,(416) 392-6545,Community/Recreation Centre,O'Connor Community Centre,10,20,16,0,0,46,Y,29NOV24,Y,"{""coordinates"": [[320766.19359823887, 4841986.452782411]], ""type"": ""MultiPoint""}"
268,1878,Blacksmith Child Care Centre,Non Profit Agency,45 BLACKSMITH CRES,M3N 1V5,7,(416) 665-3839,Public Elementary School,Blacksmith Public School,0,10,16,26,30,82,Y,29NOV24,Y,"{""coordinates"": [[302641.84927165986, 4847910.949157792]], ""type"": ""MultiPoint""}"
269,1882,Stilecroft Superkids,Non Profit Agency,50 STILECROFT DR,M3J 1A7,6,(416) 638-0352,Public Elementary School,Stilecroft Public School,0,10,16,13,15,54,Y,29NOV24,Y,"{""coordinates"": [[305347.47628378344, 4845676.679809839]], ""type"": ""MultiPoint""}"
270,1887,Davenport Perth Early Learning & Child Care Centre,Public (City Operated) Agency,1900 DAVENPORT RD,M6N 1B7,9,(416) 392-5066,Community/Recreation Centre,Davenport Perth Community Centre,10,10,16,0,0,36,Y,29NOV24,Y,"{""coordinates"": [[308440.47165451664, 4836774.922461528]], ""type"": ""MultiPoint""}"
271,1888,Coxwell Early Learning & Child Care Centre,Public (City Operated) Agency,1631 QUEEN ST E,M4L 1G4,19,(416) 392-5076,Multi Human Services Facility,Toronto Employment And Social Services-Toronto East Office,0,10,16,0,0,26,Y,29NOV24,Y,"{""coordinates"": [[319673.3043968554, 4836277.279639076]], ""type"": ""MultiPoint""}"
272,1889,Jesse Ketchum Early Learning & Child Care Centre,Public (City Operated) Agency,7 BERRYMAN ST,M5R 1M7,11,(416) 392-5061,Public Elementary School,Jesse Ketchum Public School,10,20,16,0,60,106,Y,29NOV24,Y,"{""coordinates"": [[313541.3500403218, 4837077.905975035]], ""type"": ""MultiPoint""}"
273,1890,Danforth Early Learning & Child Care Centre,Public (City Operated) Agency,1125 DANFORTH AVE,M4J 1M5,14,(416) 392-5070,Purpose Built,Danforth Child Care Centre,20,20,24,0,0,64,Y,29NOV24,Y,"{""coordinates"": [[318199.4612447519, 4837889.587411004]], ""type"": ""MultiPoint""}"
274,1891,Church Street School Day Care Service Inc.,Non Profit Agency,83 ALEXANDER ST,M4Y 1B7,13,(416) 925-1197,Public Elementary School,Church Street Public School,0,10,16,52,80,158,Y,29NOV24,Y,"{""coordinates"": [[314544.5307581269, 4835968.747620322]], ""type"": ""MultiPoint""}"
275,1893,The Yonge Street Mission / Davis Centre,Non Profit Agency,270 GERRARD ST E,M5A 2G4,13,(416) 355-3574,Community/Recreation Centre,Christian Community Centre,10,15,40,0,0,65,Y,29NOV24,Y,"{""coordinates"": [[315418.7291984245, 4835832.644448531]], ""type"": ""MultiPoint""}"
276,1895,North York Jr Ymca,Non Profit Agency,567 SHEPPARD AVE E,M2K 1B2,17,(416) 225-7773x440,Community/Recreation Centre,North York Ymca,0,30,48,0,0,78,Y,29NOV24,Y,"{""coordinates"": [[313915.98548741883, 4847330.116044623]], ""type"": ""MultiPoint""}"
277,1896,West End Jr Ymca,Non Profit Agency,931 COLLEGE ST,M6H 1A1,9,(416) 536-1166x440,Community/Recreation Centre,West End Ymca,0,30,40,0,15,85,Y,29NOV24,Y,"{""coordinates"": [[310778.4249058417, 4834836.50582557]], ""type"": ""MultiPoint""}"
278,1898,Ymca Child Development Centre (Ymca),Non Profit Agency,15 BREADALBANE ST,M4Y 1C2,13,(416) 769-6715,Community/Recreation Centre,Toronto Central Ymca,10,30,48,26,30,144,Y,29NOV24,Y,"{""coordinates"": [[314087.5154213882, 4835970.664665906]], ""type"": ""MultiPoint""}"
279,1900,Second Street School Age Ymca,Non Profit Agency,71 SECOND ST,M8V 2X4,3,(416) 252-8544,Public Elementary School,Second Street School,0,0,0,39,60,99,Y,29NOV24,Y,"{""coordinates"": [[304798.41443575564, 4829308.9761491865]], ""type"": ""MultiPoint""}"
280,1901,Lamp Jr Ymca,Non Profit Agency,185 FIFTH ST,M8V 2Z5,3,(416) 252-8544,Community/Recreation Centre,Lamp Community Centre,0,15,32,0,0,47,Y,29NOV24,Y,"{""coordinates"": [[304523.3057808896, 4829291.1676063035]], ""type"": ""MultiPoint""}"
281,1902,University City Jr Ymca,Non Profit Agency,453 SENTINEL RD,M3J 2T6,7,(416) 661-2329,Community/Recreation Centre,University City Ymca,20,30,40,0,0,90,Y,29NOV24,Y,"{""coordinates"": [[304844.6572328932, 4846955.975104408]], ""type"": ""MultiPoint""}"
282,1907,St. Gabriel's Jr Ymca,Non Profit Agency,396 SPRING GARDEN AVE,M2N 3H5,18,(416) 221-5000,Catholic Elementary School,St. Gabriel's Separate School,0,0,8,26,30,64,Y,29NOV24,Y,"{""coordinates"": [[313581.0692959386, 4847681.447829745]], ""type"": ""MultiPoint""}"
283,1909,Cougar Court Child Care Centre 15,Commercial Agency,3225 EGLINTON AVE E,M1J 2H7,24,(416) 267-0366,Other,,30,55,64,0,0,149,Y,29NOV24,Y,"{""coordinates"": [[327659.67886245716, 4844868.032409072]], ""type"": ""MultiPoint""}"
284,1911,Lynngate Jr Ymca,Non Profit Agency,129 CASS AVE,M1T 2B5,22,(416) 293-3020,Public Elementary School,Lynngate Jr Public School,0,10,24,26,30,90,Y,29NOV24,Y,"{""coordinates"": [[320846.78828487225, 4848542.353383865]], ""type"": ""MultiPoint""}"
285,1912,Bridlewood Jr Ymca,Non Profit Agency,60 BRIDLEWOOD BLVD,M1T 1P7,22,(416) 492-3364,Public Elementary School,Bridlewood Public School,0,0,24,26,30,80,Y,29NOV24,Y,"{""coordinates"": [[319683.7616299521, 4848997.334578618]], ""type"": ""MultiPoint""}"
286,1913,Maryvale Jr Ymca,Non Profit Agency,1325 PHARMACY AVE,M1R 2J1,21,(416) 447-8115,Public Elementary School,Maryvale Public School,0,10,24,13,30,77,Y,29NOV24,Y,"{""coordinates"": [[320274.77036571974, 4846113.019407874]], ""type"": ""MultiPoint""}"
287,1914,David Lewis Jr Ymca,Non Profit Agency,130 FUNDY BAY BLVD,M1W 3G1,22,(416) 490-1624,Public Elementary School,David Lewis Public School,0,0,32,26,30,88,Y,29NOV24,Y,"{""coordinates"": [[319451.9297811098, 4852153.000906149]], ""type"": ""MultiPoint""}"
288,1915,High Park Jr Ymca,Non Profit Agency,2665 DUNDAS ST W,M6P 1Y1,4,(416) 763-1195,Community/Recreation Centre,,10,30,40,0,0,80,Y,29NOV24,Y,"{""coordinates"": [[308068.530128639, 4836065.220241847]], ""type"": ""MultiPoint""}"
289,1918,Wellesworth School Age Ymca,Non Profit Agency,225 WELLESWORTH DR,M9C 4S5,2,(647) 281-4410,Public Elementary School,Wellesworth Public School,0,0,0,13,30,43,Y,29NOV24,Y,"{""coordinates"": [[298612.189901659, 4835190.065578955]], ""type"": ""MultiPoint""}"
290,1919,Wedgewood School Age Ymca,Non Profit Agency,5 SWAN AVE,M9B 1V1,2,(647) 281-4410,Public Elementary School,Wedgewood Public School,0,0,0,52,60,112,Y,29NOV24,Y,"{""coordinates"": [[301068.8392640203, 4833930.613814214]], ""type"": ""MultiPoint""}"
291,1926,Derrydown School Age Ymca,Non Profit Agency,120 DERRYDOWN RD,M3J 1R7,7,(437) 225-8035,Public Elementary School,Derrydown Public School,0,0,0,26,30,56,Y,29NOV24,Y,"{""coordinates"": [[305306.4717603813, 4846525.753351697]], ""type"": ""MultiPoint""}"
292,1927,Holy Spirit Jr Ymca,Non Profit Agency,3530 SHEPPARD AVE E,M1T 3K7,22,(416) 913-0958,Catholic Elementary School,Holy Spirit Separate School,0,0,24,26,30,80,Y,29NOV24,Y,"{""coordinates"": [[320681.71803011117, 4849054.88994752]], ""type"": ""MultiPoint""}"
293,1928,Pauline Johnson School Age Ymca,Non Profit Agency,35 DUNMURRAY BLVD,M1T 2K2,22,(416) 913-0958,Public Elementary School,Pauline Johnson Junior Public School,0,0,0,13,30,43,Y,29NOV24,Y,"{""coordinates"": [[320610.22669873363, 4849480.918572032]], ""type"": ""MultiPoint""}"
294,1929,Glamorgan School Age Ymca,Non Profit Agency,51 ANTRIM CRES,M1P 4N4,21,(647) 438-7124,Public Elementary School,Glamorgan Public School,0,0,0,13,30,43,Y,29NOV24,Y,"{""coordinates"": [[321742.09437356313, 4847948.227631852]], ""type"": ""MultiPoint""}"
295,1931,Secord School Age Ymca,Non Profit Agency,91 BARRINGTON AVE,M4C 4Y9,19,(647) 439-9905,Community/Rec Centre - City,Secord Community Centre,0,0,0,0,30,30,Y,29NOV24,Y,"{""coordinates"": [[320796.29421651666, 4839109.626889063]], ""type"": ""MultiPoint""}"
296,1934,William G. Miller School Age Ymca,Non Profit Agency,60 BENNETT RD,M1E 3Y3,25,(416) 724-1925,Public Elementary School,William G. Miller Junior Public School,0,0,0,26,45,71,Y,29NOV24,Y,"{""coordinates"": [[331768.15219923365, 4847670.679906629]], ""type"": ""MultiPoint""}"
297,1935,McGregor Jr Ymca,Non Profit Agency,555 MORTIMER AVE,M4J 2G9,14,(416) 463-2976,Public Elementary School,McGregor Public School,0,0,38,78,135,251,Y,29NOV24,Y,"{""coordinates"": [[318735.63930346584, 4838907.614870916]], ""type"": ""MultiPoint""}"
298,1937,Chester Jr Ymca,Non Profit Agency,115 GOWAN AVE,M4K 2E4,14,(416) 421-8101,Public Elementary School,Chester Public School,0,10,24,52,45,131,Y,29NOV24,Y,"{""coordinates"": [[316755.0730948586, 4838637.943202744]], ""type"": ""MultiPoint""}"
299,1938,William Burgess Jr Ymca,Non Profit Agency,100 TORRENS AVE,M4J 2P5,14,(416) 423-5518,Public Elementary School,William Burgess Public School,0,10,24,52,75,161,Y,29NOV24,Y,"{""coordinates"": [[317040.5682488422, 4839118.985695916]], ""type"": ""MultiPoint""}"
300,1939,Albion Heights School Age Ymca,Non Profit Agency,45 LYNMONT RD,M9V 3W9,1,(416) 744-4265,Public Elementary School,Albion Heights Public School,0,0,0,0,30,30,Y,29NOV24,Y,"{""coordinates"": [[297202.29297004075, 4843495.992417963]], ""type"": ""MultiPoint""}"
301,1941,Humbercrest School Age Ymca,Non Profit Agency,14 ST MARKS RD,M6S 2H7,4,(416) 769-6715,Public Elementary School,Humbercrest Junior Senior Public School,0,0,0,65,150,215,Y,29NOV24,Y,"{""coordinates"": [[305521.4208826186, 4835612.056585081]], ""type"": ""MultiPoint""}"
302,1942,Brian Drive School Age Program (Ymca),Non Profit Agency,95 BRIAN DR,M2J 3Y6,17,(416) 493-3008,Public Elementary School,Brian Public School,0,0,0,0,60,60,Y,29NOV24,Y,"{""coordinates"": [[318328.0369257352, 4849178.525214772]], ""type"": ""MultiPoint""}"
303,1943,Crestview School Age Program Ymca,Non Profit Agency,101 SENECA HILL DR,M2J 2W3,17,(416) 225-7773x440,Public Elementary School,Crestview Public School,0,0,0,26,60,86,Y,29NOV24,Y,"{""coordinates"": [[316080.1728356487, 4849838.591260906]], ""type"": ""MultiPoint""}"
304,1951,Knob Hill School Age Ymca,Non Profit Agency,25 SEMINOLE AVE,M1J 1M8,21,(416) 296-9907,Public Elementary School,Knob Hill Public School,0,0,0,26,30,56,Y,29NOV24,Y,"{""coordinates"": [[324952.69334803865, 4845066.776209386]], ""type"": ""MultiPoint""}"
305,1952,Hunter's Glen  School Age Ymca,Non Profit Agency,16 HAILEYBURY DR,M1K 4X5,21,(416) 261-9092,Public Elementary School,Hunter's Glen Junior Public School,0,0,0,0,30,30,Y,29NOV24,Y,"{""coordinates"": [[324120.0148396759, 4845110.971124255]], ""type"": ""MultiPoint""}"
306,1956,Brimwood School Age Ymca,Non Profit Agency,151 BRIMWOOD BLVD,M1V 1E5,23,(416) 293-7326,Public Elementary School,Brimwood  Blvd. Jr. Public School,0,0,0,26,30,56,Y,29NOV24,Y,"{""coordinates"": [[322974.7998165774, 4852439.783196288]], ""type"": ""MultiPoint""}"
307,1958,George Webster Jr Ymca,Non Profit Agency,50 CHAPMAN AVE,M4B 1C5,19,(416) 288-0997,Public Elementary School,George Webster Public School,10,15,24,39,60,148,Y,29NOV24,Y,"{""coordinates"": [[320939.50831818406, 4840140.584830665]], ""type"": ""MultiPoint""}"
308,3495,Northview Heights Early Learning Centre - North York,Non Profit Agency,550 FINCH AVE W,M2R 1N6,6,(416) 739-0987,Public High School,Northview Heights Secondary School,6,15,8,0,0,29,Y,29NOV24,Y,"{""coordinates"": [[309137.9026116065, 4848214.061878818]], ""type"": ""MultiPoint""}"
309,3497,Scarborough Jr Ymca,Non Profit Agency,230 TOWN CENTRE CRT,M1P 4Y7,21,(416) 296-9907,Community/Recreation Centre,Scarborough Ymca,20,30,40,0,0,90,Y,29NOV24,Y,"{""coordinates"": [[324573.39755243063, 4848322.391435527]], ""type"": ""MultiPoint""}"
310,3499,Blue Wave Child Care Centre,Non Profit Agency,50 DUNCAIRN RD,M3B 1C8,16,(416) 445-0602,Public Elementary School,Norman Ingram Public School,10,20,24,52,0,106,Y,29NOV24,Y,"{""coordinates"": [[316913.8681828734, 4844455.062764428]], ""type"": ""MultiPoint""}"
311,3507,Morrish Jr Ymca,Non Profit Agency,61 CANMORE BLVD,M1C 3T7,25,(416) 724-1925,Public Elementary School,Morrish Public School,0,10,16,26,30,82,Y,29NOV24,Y,"{""coordinates"": [[330611.14228247385, 4850408.345104062]], ""type"": ""MultiPoint""}"
312,3513,Our Lady Of Peace School Age Program (Ymca),Non Profit Agency,70 MATTICE AVE,M9B 1T6,2,(647) 281-4410,Catholic Elementary School,Our Lady Of Peace Catholic School,0,0,0,26,60,86,Y,29NOV24,Y,"{""coordinates"": [[301486.11073553015, 4834064.137734341]], ""type"": ""MultiPoint""}"
313,3537,Marguerite Butt Early Learning & Child Care Centre,Public (City Operated) Agency,3197 LAKE SHORE BLVD W,M8V 3X5,3,(416) 392-4652,Other,Lakeshore Lodge Home For The Aged,10,20,32,0,0,62,Y,29NOV24,Y,"{""coordinates"": [[303301.9631669414, 4828600.434588201]], ""type"": ""MultiPoint""}"
314,3550,Lucy Maud Montgomery Jr Ymca,Non Profit Agency,95 MURISON BLVD,M1B 2L6,25,(416) 287-7925,Public Elementary School,Lucy Maud Montgomery Public School,10,10,16,26,45,107,Y,29NOV24,Y,"{""coordinates"": [[328187.69902001484, 4850813.669906209]], ""type"": ""MultiPoint""}"
315,3551,Norman Ingram School Age Ymca,Non Profit Agency,50 DUNCAIRN RD,M3B 1C8,16,(416) 293-3020,Public Elementary School,Norman Ingram Public School,0,0,0,0,30,30,Y,29NOV24,Y,"{""coordinates"": [[316913.8681828734, 4844455.062764428]], ""type"": ""MultiPoint""}"
316,3596,Metro Hall Early Learning & Child Care Centre,Public (City Operated) Agency,55 JOHN ST,M5V 3C6,10,(416) 397-5171,Office Building,Metro Hall,10,20,32,0,0,62,Y,29NOV24,Y,"{""coordinates"": [[313760.5209102535, 4834028.537010463]], ""type"": ""MultiPoint""}"
317,3629,The South Drive Children's Circle,Non Profit Agency,22 SOUTH DR,M4W 1R1,11,(416) 963-9242,Public Elementary School,Rosedale Public School,0,0,22,52,52,126,Y,29NOV24,Y,"{""coordinates"": [[314340.0475071705, 4837529.037148632]], ""type"": ""MultiPoint""}"
318,3670,Mothercraft:  Brookfield Place - 161 Bay Street,Non Profit Agency,161 BAY ST,M5J 2S1,13,(416) 367-1758,Other,Brookfield Place,10,10,32,0,0,52,Y,29NOV24,Y,"{""coordinates"": [[314579.750426426, 4834070.263341308]], ""type"": ""MultiPoint""}"
319,3701,Branson Pre-School Ltd.,Commercial Agency,4866 BATHURST ST,M2R 1X4,6,(416) 635-6580,High Rise Apartment,,0,10,32,0,0,42,Y,29NOV24,Y,"{""coordinates"": [[309374.439291753, 4847960.780800177]], ""type"": ""MultiPoint""}"
320,3709,The Alderbuds Child Care Centre Of Etobicoke,Non Profit Agency,399 THE WEST MALL,M9C 2Y2,2,(416) 394-8284,Office Building,Etobicoke City Hall,10,15,24,0,0,49,Y,29NOV24,Y,"{""coordinates"": [[299519.50178130344, 4833760.976882117]], ""type"": ""MultiPoint""}"
321,3712,Allenby Day Care,Non Profit Agency,391 ST CLEMENTS AVE,M5N 1M2,8,(416) 487-7108,Public Elementary School,Allenby Public School,0,15,16,78,150,259,Y,29NOV24,Y,"{""coordinates"": [[311828.3077762162, 4841057.478918267]], ""type"": ""MultiPoint""}"
322,3733,Treetop Children's Centre,Non Profit Agency,80 BRAEMAR AVE,M5P 2L4,12,(416) 484-8702,Public Elementary School,Oriole Park Junior School,0,0,43,78,60,181,Y,29NOV24,Y,"{""coordinates"": [[312078.77886727295, 4840294.222801239]], ""type"": ""MultiPoint""}"
323,3736,John Wanless Child Care,Non Profit Agency,245 FAIRLAWN AVE,M5M 1T2,8,(416) 488-8571,Public Elementary School,John Wanless Junior Public School,0,0,16,78,163,257,Y,29NOV24,Y,"{""coordinates"": [[311885.19407380524, 4843215.50780321]], ""type"": ""MultiPoint""}"
324,3767,Unicorn Day Care Centre Toronto,Non Profit Agency,454 AVENUE RD,M4V 2J1,12,(416) 929-6841,Public Elementary School,Brown Junior Public School,0,0,0,52,90,142,Y,29NOV24,Y,"{""coordinates"": [[312756.6023207015, 4838333.203633345]], ""type"": ""MultiPoint""}"
325,3774,Timothy Eaton Infant & Toddler Centre,Non Profit Agency,35 GLENDOWER CIRCT,M1T 2Z3,22,(416) 490-0434,Public Elementary School,Highland Heights Jr. Public School,10,10,0,0,0,20,Y,29NOV24,Y,"{""coordinates"": [[320874.0647798731, 4850513.6529406905]], ""type"": ""MultiPoint""}"
326,3792,Abiona Centre For Infant And Early Mental Health's Early Learning,Non Profit Agency,1102 BROADVIEW AVE,M4K 2S5,14,(437) 328-2816,Purpose Built,Massey Centre For Women,10,20,32,0,0,62,Y,29NOV24,Y,"{""coordinates"": [[316383.6065699123, 4838523.026329041]], ""type"": ""MultiPoint""}"
327,3795,North Etobicoke Jr Ymca,Non Profit Agency,88 HUMBER COLLEGE BLVD,M9V 5G3,1,(416) 744-4265,Low Rise Apartment,,20,20,32,0,0,72,Y,29NOV24,Y,"{""coordinates"": [[296852.8386135555, 4843534.903387586]], ""type"": ""MultiPoint""}"
328,3810,Isabella Walton Child Care (Scarborough) Inc.,Non Profit Agency,835 BIRCHMOUNT RD,M1K 5K1,20,(416) 750-4598,High Rise Apartment,,10,10,32,0,0,52,Y,29NOV24,Y,"{""coordinates"": [[322732.4227505242, 4843286.993888136]], ""type"": ""MultiPoint""}"
329,3829,Queen Victoria Child Care Centre,Non Profit Agency,100 CLOSE AVE,M6K 2V3,4,(416) 530-0683,Public Elementary School,Dr Rita Cox - Kina Minogok Public School,0,15,24,26,90,155,Y,29NOV24,Y,"{""coordinates"": [[310018.98793774884, 4832953.150506247]], ""type"": ""MultiPoint""}"
330,3875,Fleming Jr Ymca,Non Profit Agency,22 LITTLES RD,M1B 5B5,25,(416) 287-8534,Public Elementary School,Fleming Public School,0,10,16,26,30,82,Y,29NOV24,Y,"{""coordinates"": [[328656.72053606744, 4852933.983859729]], ""type"": ""MultiPoint""}"
331,3880,Casa Del Zotto Children's Centre,Non Profit Agency,3010 DUFFERIN ST,M6B 4J5,8,(416) 789-7011x222,High Rise Apartment,Casa Del Zotto,0,30,48,0,0,78,Y,29NOV24,Y,"{""coordinates"": [[308427.2247099299, 4841323.403304063]], ""type"": ""MultiPoint""}"
332,3884,Mothercraft:  Toronto Eaton Centre,Non Profit Agency,14 TRINITY SQ,M5G 1B1,13,(416) 340-9651,Other,Marriott Hotel,10,10,32,0,0,52,Y,29NOV24,Y,"{""coordinates"": [[314360.8926920872, 4834954.147224397]], ""type"": ""MultiPoint""}"
333,3893,Antica Village Children's Day Care Centre (646508 Ontario Ltd),Commercial Agency,360 HULLMAR DR,M3N 2X7,7,(416) 661-8666,Community/Recreation Centre,Antica Recreation Centre,0,0,16,0,15,31,Y,29NOV24,Y,"{""coordinates"": [[302922.61180144775, 4848177.4514749525]], ""type"": ""MultiPoint""}"
334,3942,N.Y.A.D Scarborough Village,Non Profit Agency,15 LUELLA ST,M1J 3P2,24,(416) 261-4815,Public Elementary School,Scarborough Village Public School,0,0,16,13,30,59,Y,29NOV24,Y,"{""coordinates"": [[327185.16832402465, 4844943.582335418]], ""type"": ""MultiPoint""}"
335,3952,Millvalley Child Care Centre,Commercial Agency,411 MILL RD,M9C 1Y9,2,(416) 621-7553x10,Public Elementary School,Mill Valley,0,0,32,26,45,103,Y,29NOV24,Y,"{""coordinates"": [[297783.75581161655, 4833807.983883519]], ""type"": ""MultiPoint""}"
336,3957,Swansea Kids Place,Non Profit Agency,207 WINDERMERE AVE,M6S 3J9,4,(416) 763-1908,Public Elementary School,Swansea Public School,0,0,0,78,165,243,Y,29NOV24,Y,"{""coordinates"": [[306652.37565157376, 4833747.895447555]], ""type"": ""MultiPoint""}"
337,3959,Sunflower House,Non Profit Agency,162 DUNN AVE,M6K 2R6,4,(416) 530-0884,House,,10,10,24,0,0,44,Y,29NOV24,Y,"{""coordinates"": [[310173.6457817059, 4833005.086943504]], ""type"": ""MultiPoint""}"
338,3963,Le Petit Chaperon Rouge - Etobicoke (Facility #12270),Non Profit Agency,755 ROYAL YORK RD,M8Y 2T3,3,(416) 236-4557,Catholic Elementary (French),Ecole Sainte Marguerite D'Youville,0,15,20,49,75,159,Y,29NOV24,Y,"{""coordinates"": [[304308.77313252486, 4832890.788144516]], ""type"": ""MultiPoint""}"
339,3967,Lady Bug Daycare Centre,Commercial Agency,400 BURNHAMTHORPE RD,M9B 2A8,2,(416) 626-1251,Place of Worship,St. James United Church,0,0,48,0,0,48,N,29NOV24,N,"{""coordinates"": [[300260.21382778964, 4834084.664204604]], ""type"": ""MultiPoint""}"
340,3970,Grace Church On-The-Hill Child Care Centre,Non Profit Agency,300 LONSDALE RD,M4V 1X4,12,(416) 932-3502,Place of Worship,Grace Church On-The-Hill,20,42,30,0,0,92,Y,29NOV24,Y,"{""coordinates"": [[312077.4723856521, 4838842.805061772]], ""type"": ""MultiPoint""}"
341,3972,Network Child Care Services - Ossington Avenue North,Non Profit Agency,756 OSSINGTON AVE,M6G 3T9,9,(416) 530-0722x4028,Other,Italian Congress Building,10,15,24,0,0,49,Y,29NOV24,Y,"{""coordinates"": [[310750.86532815587, 4835854.940926814]], ""type"": ""MultiPoint""}"
342,3992,Our Lady Of Sorrows School Age Ymca,Non Profit Agency,32 MONTGOMERY RD,M8X 1Z4,3,(416) 305-6633,Catholic Elementary School,Our Lady Of Sorrows Catholic School,0,0,0,52,120,172,Y,29NOV24,Y,"{""coordinates"": [[303270.18380480015, 4834252.190687601]], ""type"": ""MultiPoint""}"
343,4012,Kateri Kids Child Care Centre,Non Profit Agency,70 MARGARET AVE,M2J 4C5,17,(416) 496-2965,Catholic Elementary School,Blessed Kateri Tekakwitha Separate School,0,0,16,0,30,46,Y,29NOV24,Y,"{""coordinates"": [[317834.8601728849, 4849551.553596731]], ""type"": ""MultiPoint""}"
344,4028,Waterfront Montessori Childrens Centre,Non Profit Agency,18 WYANDOT AVE,M5J 2M9,10,(416) 203-1017,Community/Recreation Centre,Algonquin Island Residents Association,0,0,24,0,0,24,Y,29NOV24,Y,"{""coordinates"": [[315922.061022096, 4831850.650558404]], ""type"": ""MultiPoint""}"
345,4044,Mary Ward Child Care Centre,Non Profit Agency,3200 KENNEDY RD,M1V 3S8,22,(416) 297-9660,Catholic High School,Mary Ward Separate School,10,15,24,0,0,49,Y,29NOV24,Y,"{""coordinates"": [[320572.48710370564, 4852883.0423495835]], ""type"": ""MultiPoint""}"
346,4049,Rouge Valley Jr Ymca,Non Profit Agency,30 DURNFORD RD,M1B 4X3,25,(416) 282-7253,Public Elementary School,Rouge Valley Public School,0,10,16,26,30,82,Y,29NOV24,Y,"{""coordinates"": [[332860.43968765, 4851105.111429338]], ""type"": ""MultiPoint""}"
347,4074,St. Bede Child Care Centre,Non Profit Agency,521 SEWELLS RD,M1B 5H3,25,(416) 724-7132,Catholic Elementary School,St. Bede's Separate School,0,0,32,0,30,62,Y,29NOV24,Y,"{""coordinates"": [[328406.43217237544, 4853153.459525838]], ""type"": ""MultiPoint""}"
348,4110,Whitney Child Centre,Non Profit Agency,119 ROSEDALE HEIGHTS DR,M4T 1C7,11,(416) 481-0221,Public Elementary School,Whitney Public School,0,15,48,52,52,167,Y,29NOV24,Y,"{""coordinates"": [[314603.41337594955, 4838586.288099624]], ""type"": ""MultiPoint""}"
349,4115,Churchill Chums School Age Child Care Centre,Non Profit Agency,188 CHURCHILL AVE,M2N 1Z5,18,(416) 221-5923,Public Elementary School,Churchill Public School,10,20,32,39,90,191,Y,29NOV24,Y,"{""coordinates"": [[310674.0495709095, 4847868.55335277]], ""type"": ""MultiPoint""}"
350,4144,Heath And Ferndale Child Care Program,Non Profit Agency,23 FERNDALE AVE,M4T 2B4,12,(416) 961-9678,Public Elementary School,Deer Park Public School,0,15,48,78,120,261,Y,29NOV24,Y,"{""coordinates"": [[313542.4475269904, 4838860.668419531]], ""type"": ""MultiPoint""}"
351,4176,Denlow Community Child Care Centre,Non Profit Agency,50 DENLOW BLVD,M3B 1P7,15,(416) 443-9394,Public Elementary School,Denlow Public School,0,0,20,13,30,63,Y,29NOV24,Y,"{""coordinates"": [[315735.06267907354, 4845107.056742179]], ""type"": ""MultiPoint""}"
